X0,X1,X2,X3,X4
0.25022836245145363,0.446498994238501,-0.16399240945470384,0.2242966576247214,0.06679471768918607
-1.3349678455116691,-0.07951593067341356,1.5102678322981444,-2.667415797822594,-0.8611692777674853
-0.6883552585015997,0.538885372867493,-0.045596392210497494,1.4793990922361753,1.6612842972163222
-0.9725104935727251,-1.1354819852845648,1.5147346856564659,-0.028146602374269886,0.31346651978658213
0.1458897588308667,0.7164440028388762,1.0336340227842882,0.4553375673928346,-1.150315730954499
0.1562395685889084,0.20708576611542467,0.08885681548255928,0.2969920075228564,-0.9184861449705786
-0.5791119022815696,0.4558574717085816,-0.5375246174451996,-0.6962699146482295,-0.011524859939887735
-0.7481206787937542,0.14154027407277156,0.28067232775911477,-0.9279542464470003,0.010469999424674026
-0.11398428966634844,0.21757193073987857,0.16700419898144336,-0.7012562111680148,0.3650486902791411
-0.3434796754400827,-1.7879073406957164,-2.011227642529739,-0.5085498806506437,0.37652998847263763
-1.1244394222250915,-0.7223804551059992,-0.15831841991666068,0.955644754775603,-0.3496006562114795
-0.6104871004057328,-0.6103763662237243,0.7851283131497587,0.2953219862193978,-0.10496202370271135
-0.27728814527852697,0.41303280567896117,1.4437334110107418,-0.13069012300190658,-0.9768356056855957
0.2030914782239857,0.3934918006378164,-1.2901921150218723,-0.14758068717269515,1.17134593227124
0.19201735263612996,-0.6051771348098143,-0.2081792898249396,0.33346860359810965,2.1207092167740966
1.675886218547707,0.5248036281182953,-0.28041051387853666,0.7536404739815435,-1.4630260502111474
-0.8872243894943538,-0.40910700584829757,0.14554998903498292,-0.22648595827461648,-0.16840652440866766
0.03566931116015898,-0.3420520541189491,-1.5761982235370031,0.1911380788171798,0.3738141174051393
-0.2981013747796091,0.4039943393291858,0.5240959632517789,0.19493268763105337,-1.590038681860129
-0.8876862176181688,0.5931659756780332,-0.2568982072387319,-0.025778695225478737,1.9035868770051318
-1.0005608010702445,-0.7166232983441194,0.21592616549462768,-0.6039256475223875,-1.6469133677679983
1.0421663623167416,1.0620477050701693,-0.6253613791575031,0.7963591460172785,0.07852006431632838
1.2264739619061085,0.13095113462742716,-0.3836805626780044,0.08645167385080094,0.46602354231151216
0.2006792517821291,-0.340673202111473,0.18191658267633187,-0.19854964650605741,-0.02601383569627644
0.9317798820322593,0.10268317969970302,-1.39670636120639,-1.391616943684786,0.9574963000440854
0.24185930020598057,-0.6568364220692359,0.7966491183384028,-0.28421317130804286,-0.0047162413864628334
0.4446156715200203,0.33261688174228676,1.0641390155257813,0.05496849997096934,-0.2425502218495009
2.4067175319051484,-1.4653712620189026,-0.3508127531559716,0.19290558580930348,0.6515198568634757
3.1183158712979067,-0.5716956975089685,0.07466257787545566,0.6877180369347576,-0.20304295270481665
1.7495502229508242,-2.064492597903189,0.012998510807827324,0.5442690250388861,0.08840827050696509
1.6464902968755297,0.21450898105932248,-1.9566308314217,0.9754325917313682,-0.6619748541418197
1.3729935933510804,-0.9577183697053571,2.1044785169385887,0.16235793984175334,-0.8227461405562865
