X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
-1.1170110897498153,-1.3981261826262215,1.2085303914120948,-0.014834162551504715,0.02968021887417288,1.8629191256500894,1.2989027656616334,-0.46937101274162135,-0.6173060923213722,-0.3884051957469942
4.204526510689255,-0.2436209752931952,0.2331242418578553,-1.0930045760288372,0.8171105733245958,-0.5147908265068388,0.5604017577329884,-1.5193901923749291,-0.0054924149943894815,0.5284926111517289
0.6421601601031166,-0.44021965322914025,-4.542963853363833,1.9458945261340164,1.2948277932009675,-1.1534418060405938,-0.3450319782550531,-0.7249526817604595,-0.26717825361574765,-0.39123614394617345
-2.9587645407650913,-0.365937436901448,-1.2039303476114873,-2.0233561353167264,1.5538537851447478,1.3228580325055848,-0.4167022184543486,1.4612400588017707,-0.8335733990424412,0.9549910027553797
-1.749624703150173,2.6755198110836433,-0.41888342313558613,-0.6943666788389299,-1.169637654451404,0.5476835730387988,0.2941324668076962,0.722159199113177,-1.3212575101231363,0.24428788528625514
0.07434744405529686,-1.0922683433104616,-0.4398141719275084,0.0868162405352445,0.3572147064432547,0.021715316123127423,0.21146421791695508,-0.4159347050652889,-0.6991465963608672,2.707698665014872
-7.908811059752374,2.453633502042426,0.7196652811319442,1.4878619811564437,-1.0114477873228709,1.2606076035097766,0.008089375243884922,1.9437256697558367,1.3902769105974906,-0.821112220241447
-1.9342546296781338,-1.7671238822089839,-0.5373796405402058,1.0182150979812636,-2.7253103223255586,-1.3648858842063851,-0.12673267229456114,-0.8239444183692471,-1.90659292787585,1.2188677377040622
2.61875599598443,1.6260332009440672,-0.3801913286788716,-1.4103398884257414,-0.07899675097459308,0.34517478936607326,-1.5277163357325045,0.5779993442841511,0.2925540778259291,0.37862210735742285
0.10467485982038127,-0.5944997949097096,-0.41734024294741323,1.8139890749385497,-0.29433175212085777,0.0956404903141167,-1.179727051323988,0.07165278965451574,-0.3198815116608564,-0.31700129894563406
-1.7760003261339599,1.2391105641911726,1.2642528306448715,0.22946041602930073,-0.1449338169027003,2.589377596935225,-2.0467622882054046,1.9141548851485064,3.3421439301623925,0.5477211778819815
